customer_id,brand_id,snapshot_date,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0400,brand_c,11/1/2025,7/1/2024,7/24/2024,12/31/2024,305,2,0,0,106.15,53.08,0.023,Meta Ads,Meta_BF_Sale,25.11,78.2,3.11,0.474,0.193,0.091,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,3,2
C0401,brand_b,11/1/2025,8/1/2025,8/14/2025,9/22/2025,40,2,1,0,115.56,57.78,0.166,Meta Ads,Meta_BF_Sale,35.73,112.78,3.16,0.321,0.106,0.034,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,5,3,2
C0402,brand_a,11/1/2025,6/1/2023,6/19/2023,10/25/2025,7,3,2,2,204.87,68.29,0.055,Meta Ads,Meta_BF_Sale,20.88,250.55,12,0.494,0.136,0.067,Skincare,Mid,Active,TRUE,TRUE,FALSE,FALSE,US,5,4,4
C0403,brand_c,11/1/2025,9/1/2025,9/13/2025,9/30/2025,32,1,1,0,38.15,38.15,0.17,Meta Ads,Meta_Prospecting,24.66,20.61,0.84,0.546,0.16,0.087,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,5,1,1
C0404,brand_a,11/1/2025,7/1/2025,7/30/2025,9/30/2025,32,3,1,0,129.45,43.15,0.148,Organic,SEO_Blog,0.41,152.6,372.2,0.06,0.149,0.009,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,5,4,3
C0405,brand_c,11/1/2025,10/1/2025,10/11/2025,10/19/2025,13,5,3,2,86.96,17.39,0.286,Meta Ads,Meta_Prospecting,36.76,66.49,1.81,0.489,0.177,0.087,Apparel,Low,Active,TRUE,TRUE,FALSE,TRUE,UK,5,5,2
C0406,brand_a,11/1/2025,5/1/2023,5/31/2023,11/17/2024,349,5,0,0,280.18,56.04,0.178,Organic,SEO_Blog,8.94,323.05,36.14,0.053,0.087,0.005,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,5,4
C0407,brand_b,11/1/2025,5/1/2023,5/26/2023,11/22/2024,344,4,0,0,190.23,47.56,0.167,Organic,SEO_Landing,13.42,231.51,17.25,0.193,0.316,0.061,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,4,4
C0408,brand_b,11/1/2025,10/1/2024,10/22/2024,3/1/2025,245,5,0,0,140.18,28.04,0.106,Google Ads,Generic_Search,23.73,126.77,5.34,0.465,0.121,0.056,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,3,5,3
C0409,brand_a,11/1/2025,5/1/2025,5/20/2025,8/27/2025,66,2,2,0,103.01,51.5,0.107,Meta Ads,Meta_BF_Sale,23.96,94.03,3.92,0.571,0.182,0.104,Accessories,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,4,3,2
C0410,brand_a,11/1/2025,10/1/2024,10/15/2024,3/15/2025,231,4,0,0,309.6,77.4,0.05,Organic,Direct_Organic,2.2,396.9,180.41,0.064,0.104,0.007,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,4,5
C0411,brand_a,11/1/2025,11/1/2023,11/29/2023,7/29/2025,95,2,0,0,117.33,58.66,0.058,Referral,Referral_VIP,11.28,157.73,13.98,0.074,0.2,0.015,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,3,3
C0412,brand_a,11/1/2025,3/1/2025,3/28/2025,7/9/2025,115,3,0,0,292.89,97.63,0.067,Google Ads,Shopping_Campaign,25.81,247.61,9.59,0.371,0.281,0.104,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,4,5
C0413,brand_c,11/1/2025,3/1/2023,3/11/2023,5/11/2023,905,2,0,0,169.46,84.73,0.053,Organic,Direct_Organic,7.4,135.55,18.32,0.338,0.299,0.101,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,3,3
C0414,brand_b,11/1/2025,1/1/2023,1/24/2023,3/14/2025,232,1,0,0,170.8,170.8,0.06,Organic,Direct_Organic,5.53,197.77,35.76,0.057,0.283,0.016,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,1,3
C0415,brand_a,11/1/2025,1/1/2025,1/23/2025,8/11/2025,82,3,3,0,210.03,70.01,0.086,Meta Ads,Meta_Prospecting,29.86,231.12,7.74,0.323,0.244,0.079,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,4,4,4
C0416,brand_b,11/1/2025,3/1/2025,3/2/2025,7/16/2025,108,2,0,0,259.26,129.63,0.084,Meta Ads,Meta_Retargeting,34.32,228.92,6.67,0.59,0.051,0.03,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,3,4
C0417,brand_a,11/1/2025,8/1/2025,8/2/2025,10/31/2025,1,3,3,2,158.81,52.94,0.181,Organic,SEO_Blog,5.73,248.35,43.34,0.248,0.059,0.015,Apparel,Mid,Active,TRUE,TRUE,FALSE,FALSE,AU,5,4,3
C0418,brand_a,11/1/2025,5/1/2025,5/15/2025,8/2/2025,91,1,0,0,136.44,136.44,0.033,Influencer,IG_Influencer_Spring,41.38,130.26,3.15,0.74,0.092,0.068,Supplements,High,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,1,3
C0419,brand_a,11/1/2025,4/1/2025,4/19/2025,7/4/2025,120,2,0,0,92.33,46.16,0.056,Referral,Referral_VIP,15.23,129.51,8.5,0.399,0.077,0.031,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,3,2
C0420,brand_c,11/1/2025,6/1/2023,6/11/2023,9/22/2023,771,2,0,0,191.9,95.95,0.052,Meta Ads,Meta_Retargeting,43.99,116.56,2.65,0.793,0.173,0.137,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,3,4
C0421,brand_b,11/1/2025,6/1/2025,6/30/2025,8/6/2025,87,4,2,0,540.48,135.12,0.066,Organic,SEO_Landing,8.1,563.24,69.54,0.046,0.126,0.006,Skincare,High,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,4,4,5
C0422,brand_a,11/1/2025,10/1/2024,10/28/2024,8/2/2025,91,4,0,0,333.61,83.4,0.169,Meta Ads,Meta_Prospecting,21.14,371.12,17.56,0.482,0.057,0.027,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,4,5
C0423,brand_c,11/1/2025,3/1/2024,3/1/2024,10/18/2024,379,1,0,0,77.93,77.93,0.156,Meta Ads,Meta_Prospecting,42.29,57.02,1.35,0.751,0.153,0.115,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,1,2
C0424,brand_c,11/1/2025,6/1/2023,6/8/2023,1/15/2024,656,2,0,0,324.55,162.28,0.091,Organic,SEO_Landing,6.41,189.85,29.62,0.212,0.185,0.039,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,US,1,3,5
C0425,brand_a,11/1/2025,10/1/2024,10/15/2024,10/6/2025,26,4,2,1,279.99,70,0.044,Google Ads,Brand_Search,42.95,314.17,7.31,0.202,0.319,0.065,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,4,4
C0426,brand_c,11/1/2025,5/1/2025,5/16/2025,6/16/2025,138,2,0,0,160.81,80.4,0.188,Google Ads,Generic_Search,35.36,140.67,3.98,0.647,0.166,0.107,Apparel,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,3,3
C0427,brand_c,11/1/2025,6/1/2025,6/2/2025,7/2/2025,122,2,0,0,54.43,27.22,0.089,Influencer,TikTok_Creator_Summer,92.77,34.5,0.37,0.627,0.347,0.218,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,3,1
C0428,brand_a,11/1/2025,9/1/2023,9/9/2023,6/24/2024,495,2,0,0,137.57,68.78,0.035,Meta Ads,Meta_BF_Sale,24.67,151.14,6.13,0.578,0.235,0.136,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,3
C0429,brand_b,11/1/2025,1/1/2023,1/20/2023,7/8/2023,847,1,0,0,52.6,52.6,0.102,Google Ads,Generic_Search,43.09,44.79,1.04,0.447,0.256,0.115,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,1
C0430,brand_a,11/1/2025,8/1/2025,8/11/2025,9/7/2025,55,4,3,0,212.4,53.1,0.044,Influencer,IG_Influencer_Spring,39.96,236.69,5.92,0.742,0.086,0.064,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,5,4,4
C0431,brand_a,11/1/2025,2/1/2024,2/16/2024,10/3/2025,29,3,1,1,177.88,59.29,0.027,Meta Ads,Meta_Retargeting,28.57,240.67,8.42,0.582,0.317,0.184,Supplements,Mid,Active,TRUE,TRUE,FALSE,FALSE,CA,5,4,3
C0432,brand_a,11/1/2025,3/1/2025,3/5/2025,7/2/2025,122,1,0,0,33.91,33.91,0.134,Organic,Direct_Organic,7.86,45.95,5.85,0.169,0.059,0.01,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,1,1
C0433,brand_a,11/1/2025,9/1/2025,9/25/2025,10/24/2025,8,1,1,1,112.76,112.76,0.274,Influencer,IG_Influencer_Spring,48.52,85.24,1.76,0.657,0.337,0.222,Apparel,High,New,TRUE,TRUE,FALSE,TRUE,AU,5,1,2
C0434,brand_a,11/1/2025,5/1/2025,5/17/2025,8/8/2025,85,1,1,0,78.05,78.05,0.043,Organic,SEO_Landing,9.93,107.28,10.8,0.223,0.307,0.068,Supplements,Mid,Active,FALSE,TRUE,FALSE,FALSE,UK,4,1,2
C0435,brand_a,11/1/2025,6/1/2025,6/12/2025,9/7/2025,55,1,1,0,132.72,132.72,0.149,Influencer,IG_Influencer_Spring,64.63,141.02,2.18,0.688,0.099,0.068,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,US,5,1,3
C0436,brand_a,11/1/2025,4/1/2024,4/24/2024,10/15/2024,382,1,0,0,37.47,37.47,0.078,Meta Ads,Meta_BF_Sale,30.6,35.04,1.15,0.41,0.283,0.116,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,2,1
C0437,brand_c,11/1/2025,12/1/2023,12/6/2023,6/7/2024,512,4,0,0,229.17,57.29,0.258,Organic,Direct_Organic,14.64,152.71,10.43,0.357,0.333,0.119,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,4
C0438,brand_a,11/1/2025,9/1/2023,9/16/2023,8/29/2025,64,2,2,0,57.27,28.64,0.07,Meta Ads,Meta_Retargeting,30.95,61.68,1.99,0.445,0.247,0.11,Supplements,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,4,3,1
C0439,brand_b,11/1/2025,5/1/2023,5/24/2023,4/10/2024,570,3,0,0,216.97,72.32,0.031,Google Ads,Generic_Search,26.19,192.57,7.35,0.202,0.238,0.048,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,4
C0440,brand_a,11/1/2025,10/1/2023,10/30/2023,3/20/2025,226,7,0,0,489.38,69.91,0.026,Organic,Direct_Organic,10.43,663.34,63.6,0.137,0.165,0.023,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,5,5
C0441,brand_a,11/1/2025,3/1/2023,3/7/2023,3/21/2025,225,2,0,0,46.76,23.38,0.178,Google Ads,Generic_Search,24.61,53.94,2.19,0.186,0.072,0.013,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,1
C0442,brand_a,11/1/2025,2/1/2023,2/6/2023,9/5/2024,422,5,0,0,692.26,138.45,0.084,Organic,SEO_Landing,1.34,760.74,567.72,0.111,0.204,0.023,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,US,2,5,5
C0443,brand_c,11/1/2025,8/1/2023,8/1/2023,10/3/2023,760,1,0,0,97.62,97.62,0.136,Influencer,TikTok_Creator_Summer,90.69,74.66,0.82,0.639,0.131,0.084,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,2
C0444,brand_a,11/1/2025,1/1/2024,1/22/2024,7/14/2025,110,4,0,0,454.2,113.55,0.067,Referral,Referral_VIP,12.58,532.33,42.32,0.304,0.285,0.087,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,4,5
C0445,brand_a,11/1/2025,11/1/2023,11/13/2023,11/27/2024,339,2,0,0,154,77,0.014,Google Ads,Generic_Search,24.25,217.04,8.95,0.403,0.134,0.054,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,AU,2,3,3
C0446,brand_c,11/1/2025,6/1/2025,6/11/2025,6/30/2025,124,5,0,0,125.05,25.01,0.286,Meta Ads,Meta_BF_Sale,38.4,74.18,1.93,0.787,0.148,0.117,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,5,3
C0447,brand_c,11/1/2025,10/1/2024,10/13/2024,10/21/2024,376,1,0,0,97.08,97.08,0.039,Google Ads,Brand_Search,37.58,94.57,2.52,0.597,0.255,0.152,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,2,2
C0448,brand_a,11/1/2025,12/1/2023,12/14/2023,7/20/2025,104,2,0,0,281.44,140.72,0.031,Influencer,IG_Influencer_Spring,37.23,271.93,7.3,0.636,0.15,0.095,Supplements,High,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,3,4
C0449,brand_b,11/1/2025,4/1/2024,4/17/2024,12/21/2024,315,8,0,0,233.29,29.16,0.195,Meta Ads,Meta_BF_Sale,35.59,231.8,6.51,0.493,0.119,0.059,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,5,4
C0450,brand_a,11/1/2025,2/1/2025,2/1/2025,6/21/2025,133,1,0,0,55.88,55.88,0.046,Influencer,IG_Influencer_Spring,35.95,52.31,1.46,0.654,0.228,0.149,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,2,1
C0451,brand_a,11/1/2025,12/1/2024,12/20/2024,10/22/2025,10,1,1,1,60.24,60.24,0.07,Meta Ads,Meta_Prospecting,35.26,53.43,1.52,0.547,0.116,0.064,Accessories,Mid,New,TRUE,TRUE,FALSE,FALSE,AU,5,2,1
C0452,brand_c,11/1/2025,12/1/2024,12/25/2024,1/15/2025,290,1,0,0,120.76,120.76,0.188,Referral,Referral_VIP,19.89,98.29,4.94,0.224,0.106,0.024,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,2,2,3
C0453,brand_a,11/1/2025,6/1/2024,6/7/2024,7/2/2025,122,1,0,0,58.65,58.65,0.041,Meta Ads,Meta_Retargeting,30.3,67.06,2.21,0.505,0.291,0.147,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,2,1
C0454,brand_b,11/1/2025,2/1/2025,2/2/2025,5/2/2025,183,3,0,0,74.95,24.98,0.264,Influencer,TikTok_Creator_Summer,45.76,53.63,1.17,0.548,0.218,0.12,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,4,2
C0455,brand_c,11/1/2025,8/1/2023,8/22/2023,4/17/2024,563,2,0,0,114.2,57.1,0.178,Google Ads,Brand_Search,51.92,101.28,1.95,0.436,0.058,0.025,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,3,2
C0456,brand_a,11/1/2025,4/1/2024,4/27/2024,11/19/2024,347,3,0,0,188.91,62.97,0.129,Google Ads,Generic_Search,20.37,259.52,12.74,0.182,0.059,0.011,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,4,4
C0457,brand_a,11/1/2025,1/1/2023,1/2/2023,3/27/2024,584,7,0,0,374.37,53.48,0.286,Referral,Referral_VIP,11.98,531.08,44.33,0.22,0.27,0.059,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,5,5
C0458,brand_a,11/1/2025,12/1/2024,12/1/2024,7/15/2025,109,2,0,0,118.72,59.36,0.023,Referral,Referral_VIP,8.69,189.91,21.85,0.071,0.133,0.009,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,3,3
C0459,brand_b,11/1/2025,6/1/2023,6/11/2023,10/8/2023,755,2,0,0,299.04,149.52,0.016,Influencer,TikTok_Creator_Summer,72.45,168.5,2.33,0.465,0.108,0.05,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,5
C0460,brand_c,11/1/2025,10/1/2025,10/15/2025,10/17/2025,15,2,2,2,326.4,163.2,0.033,Organic,SEO_Landing,13.7,297.06,21.68,0.305,0.181,0.055,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,AU,5,3,5
C0461,brand_b,11/1/2025,4/1/2023,4/6/2023,7/17/2024,472,3,0,0,182.09,60.7,0.031,Organic,SEO_Blog,7.32,210.93,28.82,0.062,0.132,0.008,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,4
C0462,brand_a,11/1/2025,3/1/2023,3/18/2023,3/16/2024,595,2,0,0,58.09,29.04,0.065,Meta Ads,Meta_BF_Sale,25.55,66.28,2.59,0.301,0.241,0.073,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,1
C0463,brand_b,11/1/2025,9/1/2025,9/26/2025,10/12/2025,20,4,4,1,562.25,140.56,0.04,Google Ads,Shopping_Campaign,24.05,555.56,23.1,0.422,0.224,0.095,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,IN,5,4,5
C0464,brand_c,11/1/2025,7/1/2023,7/21/2023,1/21/2024,650,1,0,0,47.49,47.49,0.273,Google Ads,Brand_Search,34.28,24.11,0.7,0.441,0.103,0.045,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,2,1
C0465,brand_b,11/1/2025,5/1/2023,5/11/2023,2/24/2025,250,7,0,0,215.24,30.75,0.079,Meta Ads,Meta_BF_Sale,33.56,225.56,6.72,0.541,0.08,0.043,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,5,4
C0466,brand_a,11/1/2025,3/1/2023,3/20/2023,3/13/2024,598,7,0,0,359.61,51.37,0.032,Meta Ads,Meta_BF_Sale,17.5,317.49,18.14,0.345,0.261,0.09,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,5
C0467,brand_b,11/1/2025,4/1/2024,4/1/2024,1/31/2025,274,2,0,0,114.7,57.35,0.012,Meta Ads,Meta_Retargeting,35.32,91.13,2.58,0.266,0.21,0.056,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,3,2
C0468,brand_a,11/1/2025,3/1/2024,3/12/2024,4/14/2025,201,5,0,0,259.15,51.83,0.213,Organic,Direct_Organic,13.22,337.32,25.52,0.034,0.236,0.008,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,5,4
C0469,brand_a,11/1/2025,8/1/2025,8/18/2025,9/11/2025,51,2,2,0,47.6,23.8,0.173,Google Ads,Brand_Search,21.79,49.22,2.26,0.476,0.177,0.084,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,AU,5,3,1
C0470,brand_b,11/1/2025,8/1/2025,8/13/2025,8/31/2025,62,3,3,0,82.51,27.5,0.071,Google Ads,Generic_Search,34.82,66.58,1.91,0.173,0.059,0.01,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,CA,5,4,2
C0471,brand_a,11/1/2025,7/1/2024,7/15/2024,9/24/2025,38,4,1,0,99.31,24.83,0.065,Meta Ads,Meta_Prospecting,27.66,135,4.88,0.626,0.191,0.119,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,5,4,2
C0472,brand_b,11/1/2025,2/1/2023,2/8/2023,10/24/2023,739,4,0,0,247.07,61.77,0.02,Google Ads,Shopping_Campaign,44.76,288.45,6.44,0.467,0.174,0.081,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,4,4
C0473,brand_a,11/1/2025,9/1/2024,9/29/2024,8/28/2025,65,6,4,0,397.75,66.29,0.119,Meta Ads,Meta_Prospecting,19.17,480.16,25.05,0.373,0.133,0.049,Accessories,Mid,Active,FALSE,TRUE,FALSE,TRUE,CA,4,5,5
C0474,brand_a,11/1/2025,5/1/2025,5/30/2025,10/15/2025,17,2,1,1,130.83,65.42,0.105,Meta Ads,Meta_Retargeting,23.33,136.28,5.84,0.454,0.274,0.125,Home Decor,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,3,3
C0475,brand_c,11/1/2025,12/1/2023,12/12/2023,2/12/2024,628,2,0,0,78.78,39.39,0.144,Influencer,IG_Influencer_Spring,87.12,58.51,0.67,0.871,0.236,0.206,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,2
C0476,brand_a,11/1/2025,12/1/2023,12/5/2023,2/12/2025,262,3,0,0,168.9,56.3,0.175,Meta Ads,Meta_Prospecting,26.46,193.94,7.33,0.308,0.228,0.07,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,4,3
C0477,brand_b,11/1/2025,6/1/2024,6/9/2024,2/4/2025,270,2,0,0,46.89,23.44,0.058,Referral,Referral_Program,7.45,62.41,8.38,0.126,0.286,0.036,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,2,3,1
C0478,brand_a,11/1/2025,3/1/2024,3/14/2024,9/17/2025,45,4,1,0,193.46,48.36,0.315,Google Ads,Shopping_Campaign,41.71,228.77,5.48,0.217,0.14,0.03,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,UK,5,4,4
C0479,brand_b,11/1/2025,9/1/2025,9/28/2025,10/23/2025,9,1,1,1,71.96,71.96,0.132,Referral,Referral_VIP,19.04,77.31,4.06,0.082,0.321,0.026,Home Decor,Mid,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,2
C0480,brand_a,11/1/2025,11/1/2023,11/10/2023,4/13/2025,202,1,0,0,72.2,72.2,0.066,Meta Ads,Meta_Retargeting,30.85,80.72,2.62,0.343,0.078,0.027,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,2,2
C0481,brand_a,11/1/2025,6/1/2024,6/26/2024,12/12/2024,324,3,0,0,63.48,21.16,0.167,Meta Ads,Meta_Retargeting,35.48,57.51,1.62,0.355,0.168,0.06,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,CA,2,4,1
C0482,brand_b,11/1/2025,8/1/2025,8/11/2025,10/3/2025,29,2,1,1,50.47,25.24,0.177,Organic,Direct_Organic,13.9,62.72,4.51,0.047,0.191,0.009,Apparel,Low,Active,TRUE,TRUE,FALSE,TRUE,UK,5,3,1
C0483,brand_b,11/1/2025,9/1/2024,9/27/2024,1/24/2025,281,2,0,0,126.02,63.01,0.109,Referral,Referral_Program,6.82,130.72,19.17,0.395,0.339,0.134,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,3,3
C0484,brand_b,11/1/2025,3/1/2023,3/10/2023,4/25/2024,555,3,0,0,344.59,114.86,0.188,Meta Ads,Meta_Retargeting,27,291.44,10.79,0.316,0.27,0.085,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,1,4,5
C0485,brand_a,11/1/2025,7/1/2023,7/25/2023,12/16/2024,320,2,0,0,101.27,50.64,0.029,Influencer,TikTok_Creator_Summer,55.67,88.86,1.6,0.555,0.337,0.187,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,3,2
C0486,brand_a,11/1/2025,3/1/2024,3/19/2024,10/3/2024,394,2,0,0,100.49,50.24,0.311,Organic,Direct_Organic,9.89,136.31,13.78,0.104,0.164,0.017,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,3,2
C0487,brand_b,11/1/2025,6/1/2024,6/1/2024,9/12/2024,415,3,0,0,178.82,59.61,0.146,Organic,Direct_Organic,8.03,203.82,25.38,0.246,0.206,0.05,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,2,4,3
C0488,brand_a,11/1/2025,1/1/2024,1/10/2024,10/4/2024,393,2,0,0,95.04,47.52,0.062,Referral,Referral_Program,13.26,134.56,10.15,0.109,0.224,0.024,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,3,2
C0489,brand_c,11/1/2025,1/1/2025,1/24/2025,6/7/2025,147,4,0,0,276.81,69.2,0.017,Google Ads,Brand_Search,30.32,195.87,6.46,0.556,0.26,0.144,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,CA,4,4,4
C0490,brand_a,11/1/2025,9/1/2024,9/4/2024,1/13/2025,292,4,0,0,96.77,24.19,0.1,Google Ads,Generic_Search,30.04,110.1,3.67,0.41,0.278,0.114,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,4,2
C0491,brand_b,11/1/2025,6/1/2025,6/5/2025,6/26/2025,128,6,0,0,256.82,42.8,0.169,Google Ads,Generic_Search,22.19,203.97,9.19,0.479,0.227,0.109,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,5,4
C0492,brand_c,11/1/2025,6/1/2025,6/6/2025,8/11/2025,82,1,1,0,93.92,93.92,0.217,Organic,SEO_Blog,11.73,78.25,6.67,0.283,0.29,0.082,Apparel,High,Active,FALSE,TRUE,FALSE,FALSE,US,4,2,2
C0493,brand_c,11/1/2025,7/1/2024,7/24/2024,11/6/2024,360,1,0,0,88.74,88.74,0.165,Meta Ads,Meta_Prospecting,25.94,84.8,3.27,0.434,0.16,0.069,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,2,2
C0494,brand_a,11/1/2025,3/1/2025,3/22/2025,10/28/2025,4,3,2,1,136.72,45.57,0.16,Organic,SEO_Landing,5.45,188.75,34.63,0.155,0.173,0.027,Home Decor,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,4,3
C0495,brand_a,11/1/2025,10/1/2023,10/25/2023,9/7/2025,55,4,1,0,325.63,81.41,0.067,Meta Ads,Meta_Retargeting,26.07,328.36,12.6,0.541,0.213,0.115,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,5,4,5
C0496,brand_c,11/1/2025,5/1/2024,5/4/2024,6/10/2024,509,1,0,0,17.35,17.35,0.171,Meta Ads,Meta_Prospecting,39.19,10.66,0.27,0.696,0.285,0.199,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,2,1
C0497,brand_c,11/1/2025,2/1/2025,2/3/2025,6/13/2025,141,1,0,0,139.64,139.64,0.066,Meta Ads,Meta_Prospecting,41.75,106.04,2.54,0.603,0.272,0.164,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,2,3
C0498,brand_c,11/1/2025,7/1/2023,7/30/2023,5/31/2024,519,4,0,0,276.89,69.22,0.039,Organic,Direct_Organic,12.87,219.11,17.02,0.193,0.162,0.031,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,4,4
C0499,brand_a,11/1/2025,6/1/2023,6/21/2023,1/8/2025,297,4,0,0,274.86,68.72,0.218,Referral,Referral_VIP,12.17,319.51,26.25,0.32,0.055,0.018,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,4,4
