customer_id,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0438,3/1/2024,3/31/2024,8/4/2024,454,2,0,0,130.97,65.48,0.046,Google Ads,Generic_Search,42.3,120.43,2.85,0.386,0.125,0.048,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,3,3
C0439,4/1/2025,4/8/2025,9/5/2025,57,3,3,0,159.59,53.2,0.087,Google Ads,Shopping_Campaign,43.88,162.54,3.7,0.464,0.096,0.045,Accessories,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,4,4,4
C0440,6/1/2025,6/13/2025,9/16/2025,46,7,1,0,97.37,13.91,0.262,Meta Ads,Meta_Retargeting,30.74,100.61,3.27,0.451,0.059,0.026,Apparel,Low,Active,FALSE,TRUE,FALSE,TRUE,CA,4,5,2
C0441,10/1/2025,10/21/2025,10/30/2025,2,3,1,1,421.22,140.41,0.041,Meta Ads,Meta_BF_Sale,21.31,498.76,23.4,0.457,0.133,0.061,Skincare,High,Active,TRUE,TRUE,FALSE,FALSE,EU_Other,5,4,5
C0442,1/1/2024,1/22/2024,4/4/2025,211,4,0,0,1160.14,290.04,0.064,Organic,SEO_Blog,10.32,1350.56,130.87,0.135,0.154,0.021,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,US,3,4,5
C0443,12/1/2023,12/14/2023,7/31/2024,458,2,0,0,98.14,49.07,0.061,Meta Ads,Meta_BF_Sale,23.75,99.03,4.17,0.269,0.237,0.064,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,3,2
C0444,7/1/2023,7/9/2023,1/13/2024,658,3,0,0,314.89,104.96,0.062,Organic,SEO_Blog,3.82,286.37,74.97,0.265,0.338,0.089,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,4,5
C0445,5/1/2024,5/19/2024,3/21/2025,225,1,0,0,18.76,18.76,0.074,Meta Ads,Meta_BF_Sale,31.82,18.11,0.57,0.277,0.265,0.073,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,3,2,1
C0446,4/1/2025,4/3/2025,10/26/2025,6,1,1,1,37.3,37.3,0.086,Google Ads,Generic_Search,20.96,30.57,1.46,0.366,0.153,0.056,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,EU_Other,5,2,1
C0447,7/1/2025,7/17/2025,9/8/2025,54,2,1,0,139.99,70,0.05,Meta Ads,Meta_Retargeting,33.04,153.88,4.66,0.208,0.257,0.053,Skincare,Mid,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,4,3,3
C0448,7/1/2025,7/22/2025,9/2/2025,60,2,2,0,29.29,14.64,0.092,Google Ads,Brand_Search,31.54,22.94,0.73,0.478,0.24,0.115,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,IN,4,3,1
C0449,5/1/2023,5/14/2023,7/28/2023,827,1,0,0,64.24,64.24,0.061,Organic,SEO_Landing,9.56,63.09,6.6,0.131,0.208,0.027,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,2,2
C0450,2/1/2023,2/27/2023,4/26/2023,920,1,0,0,25.18,25.18,0.181,Meta Ads,Meta_Prospecting,28.19,22.05,0.78,0.28,0.275,0.077,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,2,1
C0451,11/1/2024,11/15/2024,5/29/2025,156,1,0,0,116.42,116.42,0.145,Organic,Direct_Organic,13.43,110.63,8.24,0.224,0.094,0.021,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,2,3
C0452,11/1/2024,11/2/2024,12/17/2024,319,7,0,0,1465.13,209.3,0.089,Google Ads,Generic_Search,35.92,1207.86,33.63,0.451,0.131,0.059,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,5,5
C0453,6/1/2023,6/22/2023,3/26/2024,585,2,0,0,79.39,39.7,0.14,Organic,SEO_Blog,9.21,99.58,10.81,0.295,0.165,0.049,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,3,2
C0454,3/1/2025,3/25/2025,6/28/2025,126,2,0,0,58.45,29.22,0.14,Referral,Referral_VIP,6,76.57,12.76,0.071,0.156,0.011,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,3,2
C0455,3/1/2023,3/21/2023,3/23/2023,954,1,0,0,57.87,57.87,0.072,Organic,SEO_Landing,7.78,69.1,8.88,0.132,0.071,0.009,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,2
C0456,6/1/2025,6/4/2025,8/29/2025,64,3,1,0,160.15,53.38,0.02,Meta Ads,Meta_Retargeting,18,179.2,9.96,0.431,0.229,0.099,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,4,4
C0457,7/1/2023,7/22/2023,7/29/2023,826,1,0,0,142.77,142.77,0.01,Meta Ads,Meta_Retargeting,29.75,129.6,4.36,0.496,0.059,0.029,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,2,3
C0458,2/1/2025,2/2/2025,8/1/2025,92,1,0,0,84.92,84.92,0.055,Meta Ads,Meta_BF_Sale,25.24,98.08,3.89,0.416,0.066,0.027,Skincare,High,At-risk,FALSE,FALSE,FALSE,FALSE,UK,4,2,2
C0459,2/1/2023,2/16/2023,12/6/2023,696,2,0,0,144.78,72.39,0.062,Organic,Direct_Organic,10.2,138.25,13.55,0.21,0.067,0.014,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,3,3
C0460,10/1/2024,10/17/2024,4/2/2025,213,1,0,0,89.04,89.04,0.125,Meta Ads,Meta_BF_Sale,15.83,83.21,5.26,0.565,0.261,0.147,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,2,2
C0461,4/1/2024,4/15/2024,10/27/2024,370,1,0,0,85.43,85.43,0.015,Google Ads,Generic_Search,22.12,79.85,3.61,0.303,0.182,0.055,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,2,2,2
C0462,8/1/2025,8/28/2025,10/30/2025,2,1,1,1,43.2,43.2,0.038,Organic,Direct_Organic,10.74,40.66,3.79,0.039,0.137,0.005,Skincare,Mid,New,TRUE,TRUE,FALSE,TRUE,EU_Other,5,2,1
C0463,11/1/2025,11/1/2025,11/1/2025,0,1,1,1,23.79,23.79,0.125,Google Ads,Shopping_Campaign,21.8,23.6,1.08,0.448,0.321,0.144,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,1
C0464,1/1/2025,1/5/2025,5/9/2025,176,1,0,0,59.35,59.35,0.025,Influencer,TikTok_Creator_Summer,32.85,35.23,1.07,0.4,0.228,0.091,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,3,2,2
C0465,2/1/2025,2/22/2025,10/4/2025,28,2,2,1,49.83,24.92,0.181,Meta Ads,Meta_Retargeting,15.24,55.5,3.64,0.488,0.236,0.115,Accessories,Low,Active,TRUE,TRUE,FALSE,TRUE,IN,5,3,1
C0466,8/1/2025,8/25/2025,9/30/2025,32,5,1,0,330.8,66.16,0.018,Meta Ads,Meta_Retargeting,34.13,329.86,9.66,0.233,0.115,0.027,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,5,5,5
C0467,12/1/2023,12/24/2023,1/18/2024,653,3,0,0,108.3,36.1,0.113,Organic,Direct_Organic,11.06,105.31,9.52,0.075,0.3,0.022,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,1,4,3
C0468,8/1/2025,8/29/2025,9/26/2025,36,2,1,0,50.27,25.14,0.154,Google Ads,Generic_Search,28.83,49.96,1.73,0.285,0.196,0.056,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,US,5,3,1
C0469,10/1/2024,10/29/2024,12/14/2024,322,1,0,0,28.33,28.33,0.089,Organic,Direct_Organic,4.45,28.35,6.37,0.28,0.241,0.068,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,2,1
C0470,1/1/2024,1/8/2024,9/21/2024,406,6,0,0,242.24,40.37,0.225,Google Ads,Brand_Search,28.74,217.13,7.55,0.459,0.187,0.086,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,5,4
C0471,10/1/2025,10/28/2025,10/30/2025,2,2,1,1,120.94,60.47,0.085,Meta Ads,Meta_Retargeting,30.49,100.41,3.29,0.26,0.329,0.085,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,UK,5,3,3
C0472,11/1/2024,11/6/2024,2/3/2025,271,1,0,0,79.89,79.89,0.075,Influencer,TikTok_Creator_Summer,56.45,56.64,1,0.629,0.104,0.066,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,2,2
C0473,3/1/2023,3/31/2023,2/12/2024,628,3,0,0,66.75,22.25,0.188,Influencer,IG_Influencer_Spring,37.41,48.92,1.31,0.551,0.065,0.036,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,4,2
C0474,11/1/2024,11/28/2024,4/17/2025,198,1,0,0,20.79,20.79,0.133,Organic,SEO_Landing,2.61,21.86,8.38,0.14,0.306,0.043,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,2,1
C0475,6/1/2024,6/23/2024,11/4/2024,362,2,0,0,340.87,170.44,0.089,Meta Ads,Meta_Retargeting,16.97,402.83,23.74,0.573,0.33,0.189,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,US,2,3,5
C0476,1/1/2025,1/1/2025,9/17/2025,45,2,2,0,155.44,77.72,0.049,Organic,Direct_Organic,9.9,194.25,19.62,0.038,0.165,0.006,Skincare,Mid,Active,FALSE,TRUE,FALSE,FALSE,IN,5,3,3
C0477,5/1/2025,5/18/2025,8/29/2025,64,5,2,0,174.76,34.95,0.162,Google Ads,Brand_Search,39.11,171.82,4.39,0.111,0.307,0.034,Apparel,Low,Active,FALSE,TRUE,FALSE,TRUE,US,4,5,4
C0478,2/1/2023,2/10/2023,6/23/2023,862,2,0,0,133.01,66.5,0.159,Meta Ads,Meta_Prospecting,20.3,144.38,7.11,0.344,0.239,0.082,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,3
C0479,1/1/2025,1/9/2025,10/4/2025,28,4,2,1,77.93,19.48,0.259,Referral,Referral_Program,5.31,85.8,16.16,0.286,0.179,0.051,Apparel,Low,Active,TRUE,TRUE,FALSE,TRUE,US,5,4,2
C0480,5/1/2024,5/16/2024,11/25/2024,341,8,0,0,548.69,68.59,0.068,Meta Ads,Meta_BF_Sale,16.64,583.11,35.04,0.323,0.339,0.109,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,5,5
C0481,8/1/2025,8/16/2025,9/27/2025,35,1,1,0,55.6,55.6,0.099,Referral,Referral_VIP,19.52,60.01,3.07,0.386,0.137,0.053,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,5,2,1
C0482,7/1/2025,7/17/2025,9/30/2025,32,1,1,0,56.72,56.72,0.065,Google Ads,Generic_Search,27.39,42.97,1.57,0.292,0.342,0.1,Supplements,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,5,2,1
C0483,4/1/2024,4/5/2024,5/9/2025,176,2,0,0,111.55,55.78,0.052,Meta Ads,Meta_BF_Sale,30.38,133.84,4.41,0.202,0.174,0.035,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,3,3,3
C0484,1/1/2025,1/1/2025,10/31/2025,1,2,1,1,166.92,83.46,0.034,Google Ads,Shopping_Campaign,35.62,158.4,4.45,0.14,0.203,0.028,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,3,4
C0485,1/1/2025,1/21/2025,9/2/2025,60,2,2,0,290.1,145.05,0.059,Influencer,TikTok_Creator_Summer,45.28,178.55,3.94,0.412,0.172,0.071,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,4,3,4
C0486,7/1/2025,7/13/2025,9/1/2025,61,6,4,0,820.34,136.72,0.014,Organic,SEO_Blog,3.09,832.86,269.53,0.066,0.21,0.014,Skincare,High,Active,FALSE,TRUE,FALSE,FALSE,US,4,5,5
C0487,6/1/2025,6/27/2025,10/15/2025,17,4,3,3,394.99,98.75,0.147,Influencer,TikTok_Creator_Summer,34.86,277.27,7.95,0.898,0.29,0.261,Home Decor,High,Active,TRUE,TRUE,FALSE,FALSE,US,5,4,5
C0488,1/1/2024,1/25/2024,8/19/2024,439,3,0,0,147.39,49.13,0.189,Organic,SEO_Blog,9.23,135.57,14.69,0.254,0.241,0.061,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,4,3
C0489,6/1/2025,6/1/2025,10/12/2025,20,2,2,1,121.78,60.89,0.104,Organic,Direct_Organic,11.62,114.21,9.83,0.012,0.112,0.001,Apparel,Mid,Active,TRUE,TRUE,FALSE,FALSE,US,5,3,3
C0490,9/1/2023,9/13/2023,4/12/2024,568,5,0,0,245.72,49.14,0.058,Influencer,IG_Influencer_Spring,55.76,102.32,1.84,0.863,0.16,0.138,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,5,4
C0491,12/1/2024,12/9/2024,2/10/2025,264,7,0,0,1495.84,213.69,0.1,Meta Ads,Meta_BF_Sale,25.61,1495.34,58.39,0.241,0.261,0.063,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,5,5
C0492,3/1/2024,3/25/2024,8/26/2024,432,5,0,0,460.2,92.04,0.051,Google Ads,Generic_Search,21.05,432.7,20.56,0.22,0.131,0.029,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,2,5,5
C0493,1/1/2023,1/10/2023,1/17/2024,654,1,0,0,115.47,115.47,0.11,Meta Ads,Meta_Retargeting,34.37,95.26,2.77,0.599,0.307,0.184,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,1,2,3
C0494,4/1/2025,4/3/2025,9/8/2025,54,3,1,0,30.04,10.01,0.143,Referral,Referral_VIP,16.98,38.71,2.28,0.163,0.344,0.056,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,CA,4,4,1
C0495,3/1/2025,3/8/2025,10/28/2025,4,1,1,1,20.58,20.58,0.196,Referral,Referral_VIP,9.39,22.48,2.39,0.26,0.273,0.071,Apparel,Low,New,TRUE,TRUE,FALSE,TRUE,AU,5,2,1
C0496,5/1/2025,5/26/2025,9/17/2025,45,1,1,0,148.55,148.55,0.136,Meta Ads,Meta_BF_Sale,34.6,159.55,4.61,0.213,0.086,0.018,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,CA,5,2,3
C0497,10/1/2025,10/25/2025,10/30/2025,2,1,1,1,69.28,69.28,0.083,Organic,SEO_Landing,9.03,89.56,9.92,0.19,0.32,0.061,Accessories,Mid,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,2
C0498,10/1/2025,10/12/2025,10/31/2025,1,3,3,3,118.36,39.45,0.067,Referral,Referral_Program,13.74,151.08,11,0.249,0.09,0.023,Accessories,Low,Active,TRUE,TRUE,FALSE,TRUE,UK,5,4,3
C0499,1/1/2024,1/9/2024,12/23/2024,313,3,0,0,129.06,43.02,0.139,Meta Ads,Meta_Prospecting,29.96,148.84,4.97,0.246,0.303,0.075,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,4,3
C0500,5/1/2023,5/26/2023,12/27/2023,675,1,0,0,27.05,27.05,0.123,Organic,Direct_Organic,12.18,34.6,2.84,0.042,0.206,0.009,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,1,2,1
